,user_location,text,Subjectivity,Polarity,Analysis
15961,Canada,pfizervaccine oxfordastrazeneca vaccinesideeffects theyve adopted common core math math white,0.25,-0.15,Negative
15962,United Kingdom,today well today good day nhs oxfordastrazeneca covid19vaccine,0.6000000000000001,0.7,Positive
15971,Canada,canada gives green light oxfordastrazeneca shot amid sluggish vaccination rollout enou,0.5,0.1,Positive
16013,India,45 days since vaccination started modi took 45 days take vaccine true leader,0.65,0.35,Positive
16024,India,watch mamata banerjees tmc goons physically assaulted old lady covaxin covaxin ishara mondaymotivation,0.17142857142857143,0.05,Positive
16040,India,great motivationfrom greatest ever pm narendramodi make india covid19 freewhere r politically sick mind juggl,0.8690476190476191,0.36190476190476195,Positive
16090,India,better sight seeing dreams atmanirbharbharat healthcare fructifying seal assurance ou,0.5,0.5,Positive
16100,India,whole bjp party modi sarkar cabinet states bjp govs media rss abvp radical hindu organizations start,0.4,0.2,Positive
16187,Canada,chair shgagamik kwe health centre im proud staff partners delivering 1200,1.0,0.8,Positive
16188,India,worse colonialism shame big pharma amp many nations financing end vaccine terrorism,0.39999999999999997,0.033333333333333326,Positive
16315,USA,surprised learn med student talking today wasnt invited participate vsafe program,0.9,0.1,Positive
16515,India,tvsmotor provide free covid19 vaccination 35000 employees families ht auto news tvs india covaxin,0.8,0.4,Positive
16523,India,union health minister dr harsh vardhan along wife received covaxin covid19 delhi heart,0.7,-0.2,Negative
16543,India,narendramodi thats pm proud vip culture inconvenience commoners foreign,0.5625,0.3375,Positive
16591,India,lpgpricehike 25 rs today new price 820 subsidy enjoy modi modi modi covaxin,0.4772727272727273,0.2681818181818182,Positive
16668,United Kingdom,ups delivers first pfizerbiontech covid19 vaccines southkorea,0.3333333333333333,0.25,Positive
16915,India,study centers disease control prevention claims people experienced side effects,0.9,0.8,Positive
16973,USA,side effects sucked get vaccinated get vaccinated one day miserable nothing compared dyi,1.0,-1.0,Negative
16974,USA,advice sleep stay laying downlounging try well rested chronically exhausted amp think,0.7,-0.4,Negative
16975,USA,advice eat well day get vaccine take day two days even better,0.5,0.5,Positive
17087,India,one jab either pfizer oxfordastrazeneca offers 90 protection pfizer oxfordastrazeneca coronavirusvaccine,0.0,0.1,Positive
17140,India,covaxin good pm modi good,0.6000000000000001,0.7,Positive
17158,India,honble pm narendramodi ji watching making make india strong strengthening,0.7333333333333333,0.4333333333333333,Positive
17168,India,freepressbulletin top 5 news updates march 1 2021 script amp voice gauraavkadam producer amp editor,0.5,0.5,Positive
17175,India,per germany govt covishield isnt effective people aged 64 amp people aged bw 1864 c,0.5333333333333333,0.13333333333333333,Positive
17196,India,covid vaccines covishield covaxin safe perfect far immunogenicity concerned healt,0.8333333333333334,0.5333333333333333,Positive
17281,India,pappu samajwadi party said wouldnt take bjp vaccine also fly italy get pf,0.9,0.8,Positive
17282,India,see much adore modi ji chemistry lecture students ask start basics,0.2,0.2,Positive
17333,India,taking covaxin today feeling dear pm narendramodi ji post vaccine symptoms hope good,0.6000000000000001,0.7,Positive
17334,India,covaxin one aware true path complete salvation complete knowledge creation na,0.42500000000000004,0.19999999999999998,Positive
17355,India,vice president venkaiah naidu takes first dose covid19 vaccine urges people fight coronavirus,0.3333333333333333,0.25,Positive
17372,India,happy share odisha cm naveen_odisha receives first jab covaxin,0.6666666666666666,0.525,Positive
17375,India,vicepresident venkaiah naidu takes first dose covidvaccine chennai bihar cm nitishkumar also takes,0.3333333333333333,0.25,Positive
17407,India,prime minister narendramodi takes homegrown coronavaccine covaxin developed bharatbiotech first governement,0.31666666666666665,0.175,Positive
17409,India,ani good knewnegative mahathagbandhan may refuse vaccination usual narendramodi took today,0.42500000000000004,0.22499999999999998,Positive
17411,India,tamil nadu vice president mvenkaiahnaidu takes first dose covid19vaccine chennai seruminstindia,0.3333333333333333,0.25,Positive
17426,India,honorable pm setting various examples regularly us even common man contribute,0.358974358974359,-0.09999999999999999,Negative
17440,India,pm narendramodi receives first dose covid19vaccine covaxin aiims delhi appeals eli,0.3333333333333333,0.25,Positive
17454,India,1st march prime minister narendra modi took first dose covid19 vaccine aiims delhi narendramodi,0.3333333333333333,0.25,Positive
17463,India,watch pm narendramodi administered first dose bharat biotechs covaxin aiims vaccine,0.3333333333333333,0.25,Positive
17474,India,prime minister shri narendramodi took shot covaxin bharat biotech many ppl comparing covish,0.5,0.5,Positive
17492,India,pm shri narendramodi vaccinated first dose bharatbiotech covaxin coronavaccine coronavirusvaccine covid19,0.3333333333333333,0.25,Positive
17508,India,india india best india made covaxin india together covaxin atmanirbharbharat indiawithmodi,0.3,1.0,Positive
17568,India,covaxin maker bharat biotech thanks pmmodi politicians also get vaccinated milan_reports joins,0.2,0.2,Positive
17582,India,exclusive morning visual pm narendramodi went today normal traffic take covaxin aiims pmmodi,0.32499999999999996,0.075,Positive
17598,India,guy bail court ask deposit 2cr travel abroad asking full disclosure,0.55,0.35,Positive
17612,India,inspired humbled pms remarkable commitment build aatmanirbharbharat yes shall fight,0.75,0.75,Positive
17637,India,narendramodi sir thank much going picture 21st century guide every one,0.1,0.1,Positive
17659,India,pmmodi received indigenously developed covaxin jab bharat biotech monday morning coronavirusvaccine,0.3,0.1,Positive
17675,India,chose covaxin covishield symbolism negative propaganda 100 indigenous built,0.25,-0.2,Negative
17742,India,section opinion makers cast aspersion bharat biotechs vaccine naturally triggered apprehensions among,0.4,0.1,Positive
17748,India,10 year old mom said bina roye injection legha toh 100 wala chocolate dungi covaxin,0.2,0.1,Positive
17790,India,pm modi took first dose covid 19 vaccine aiims took bharat biotech covaxin dispelling rumor,0.3333333333333333,0.25,Positive
17792,India,left ecosystem lost sanity long time back todays criticism modi use election bound assam,0.13333333333333333,-0.016666666666666666,Negative
17849,United Kingdom,two aerolineas_ar airbus a330s return moscow sunday carrying 1 million new doses sputnikv,0.45454545454545453,0.13636363636363635,Positive
17867,United Kingdom,czechs latest hungary et al accept sputnik vaccine eu approval latters vaccine incompet,0.9,0.5,Positive
18268,Canada,new issue treatmentupdate articles covid19 vaccines pfizerbiontech moderna janssen vaccine,0.45454545454545453,0.13636363636363635,Positive
18290,USA,biden administration highlights black female scientist one researchers developer,0.3,-0.08333333333333333,Negative
18291,USA,beckyquick careful moderna shot wife hospital week severe stomach p,1.0,-0.1,Negative
18333,Canada,data published public health england shows single shot either oxfordastrazeneca,0.14047619047619048,-0.03571428571428571,Negative
18351,United Kingdom,downingstreetbriefing matthancock says exciting new data shiw single shot either,0.4896103896103896,0.12164502164502163,Positive
18423,India,karnataka minister bcpatilkourava takes first shot covid19 vaccine residence hirekerur,0.3333333333333333,0.25,Positive
18449,India,actorturnedpolitician ikamalhaasan takes first jab covid vaccine chennai kitaab31 seruminstindia,0.3333333333333333,0.25,Positive
18458,India,may differ ikamalhaasan political ideology sure great example set taking th,0.5796296296296296,0.43333333333333335,Positive
18461,India,glad critics covaxin nothing complain vaccine good things must appreciated,0.5666666666666668,0.4666666666666666,Positive
18470,India,indias head coach ravi shastri receives first dose covid19 vaccine full story ravishastri,0.44166666666666665,0.3,Positive
18520,India,union health minister drharshvardhan takes first dose covid19 vaccine administered,0.3333333333333333,0.25,Positive
18580,India,100yearold resident hyderabad jaidev chowdhry received first dose covid19 vaccine covaxin,0.3333333333333333,0.25,Positive
18592,India,powerful example indians bharatbiotech pm modi takes covaxin shot bharatbiotech narendramodi,1.0,0.3,Positive
18609,India,vanguard_group bought 2202753 ocgn shares thanks covaxin,0.2,0.2,Positive
18655,India,people 60 first post vaccine selfies fb share pics whatsapp itll good see,0.4666666666666667,0.475,Positive
18662,Canada,indiatoday positive step someone show data thus far hope someone scientific commun,0.7727272727272727,0.16363636363636364,Positive
18666,India,pmmodi took first dose covaxin today give necessary boost vaccination drive india w,0.6666666666666666,0.125,Positive
18699,India,social media users falsely claim supreme court judges allowed choose covaxin covishield,0.3333333333333333,-0.18333333333333338,Negative
18700,India,pmmodi took first covid19 vaccine covaxin today newstrack video,0.3333333333333333,0.25,Positive
18714,India,covaxin worldleaders covid19vaccine vaccine inspirational personality made india vaccine first dose,0.6666666666666666,0.375,Positive
18803,India,pmmodi flagged second phase covid19 vaccination today took first dose covaxin aiims,0.16666666666666666,0.125,Positive
18818,India,pm narendramodi sends strong message vaccine hesitation takes covaxin jab phase 2,0.7333333333333333,0.4333333333333333,Positive
18828,India,modiji ministers taking covaxin good way shut doubters,0.6000000000000001,0.7,Positive
18854,India,modi govt initiated vaccination citizens 60 45 years today pm narendramodi first take,0.3333333333333333,0.25,Positive
18867,Canada,indiatoday sad drs forget science act politician principle behind admini,0.85,-0.45,Negative
18869,India,powerful example indians bharatbiotech pm modi takes covaxin shot reports prasad bhosekar,1.0,0.3,Positive
18886,India,covid19 phase2 vaccination drive pm narendramodi takes first vaccine jab covid19vaccine pmmodi covaxin,0.3333333333333333,0.25,Positive
18893,India,supreme court judges allowed choose covaxin covishield clarifies health ministry law latest,0.9,0.5,Positive
18912,India,two covidvaccines used india right bharat biotechs covaxin serum institute,0.5357142857142857,0.2857142857142857,Positive
18919,India,wow indias foreign minister gets vaccinated bharat biotechs covaxin,0.5625,-0.012499999999999997,Negative
18920,India,pm modi eam jaishankar takes first dose covid19 vaccine covaxin drsjaishankar narendramodi covaxin,0.3333333333333333,0.25,Positive
18922,India,got jab curious covaxin felt secure travel safely foreign minister drsjaishankar,0.5750000000000001,0.05833333333333335,Positive
18936,India,felt secure travel safely eam drsjaishankar receives first shot covaxin today covid19vaccine,0.4777777777777778,0.3833333333333333,Positive
18960,India,external affairs minister jaishankar receives first dose covaxin covidvaccine vaccination liveupdates,0.21666666666666667,0.125,Positive
18997,India,important update dr nk arora national covid task force sputnik vaccine available 46 weeks zyd,0.7,0.4,Positive
19185,Canada,first death hong kong sinovac covid19 vaccine still explanation already 2 days,0.3333333333333333,0.25,Positive
19473,United Kingdom,happy read 324000 doses oxfordastrazeneca vaccine arrived cambodia good see,0.8,0.75,Positive
19491,England,got first dose oxfordastrazeneca vaccine yesterday let tell li,0.3333333333333333,0.25,Positive
19508,India,ani ani india crores famous people celebrities stop giving update individual,0.7,0.25,Positive
19518,India,delhi union minister hardeepspuri wife lakshmi puri take first dose covid19vaccine yashoda,0.3333333333333333,0.25,Positive
19583,India,good morning 16 hrs since took covaxin well slept well fever pain,0.6000000000000001,0.7,Positive
19584,India,union health minister drharshvardhan said prime minister narendra modi given clear message natio,0.3833333333333333,0.10000000000000002,Positive
19601,India,pandemic government vaccinate everyone country free cost india rupees 25,0.8,0.4,Positive
